pair_order,pair_id,from_order,from_station_id,from_station_name,to_order,to_station_id,to_station_name,w1_distance_m,distance_km,w2_average_lanes,w3_protection_proxy,w3_child_protection_proxy,w3_senior_protection_proxy,w3_disabled_protection_proxy,w3_classification,w4_average_absolute_grade_pct,w4_classification
757,ST017__ST030,17,ST017,장곡동,30,ST030,장곡도서관,564.0,0.564,1.5742051509756851,0.955860684,0.955860684,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.913795281,PRELIMINARY_90M
758,ST017__ST031,17,ST017,장곡동,31,ST031,마전저수지,3293.0,3.293,2.1243923399823124,0.350974211,0.350974211,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,5.110437079,PRELIMINARY_90M
759,ST017__ST032,17,ST017,장곡동,32,ST032,희망공원,10110.0,10.11,2.502850206206298,0.203412684,0.203412684,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.718226896,PRELIMINARY_90M
760,ST017__ST033,17,ST017,장곡동,33,ST033,타원산업단지,9970.0,9.97,2.6122649965995577,0.206278855,0.206278855,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.751018715,PRELIMINARY_90M
761,ST017__ST034,17,ST017,장곡동,34,ST034,군자디지털과학고등학교,4796.0,4.796,1.9023778836005452,0.255435013,0.255435013,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.815283297,PRELIMINARY_90M
762,ST017__ST035,17,ST017,장곡동,35,ST035,산들공원,4443.0,4.443,1.9603175955328784,0.196620513,0.196620513,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.98214452,PRELIMINARY_90M
763,ST017__ST036,17,ST017,장곡동,36,ST036,시흥시립군자도서관,5061.0,5.061,1.9616842116374067,0.29462359,0.29462359,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,4.135337569,PRELIMINARY_90M
764,ST017__ST037,17,ST017,장곡동,37,ST037,군자동행정복지센터,5537.0,5.537,1.8789982137136798,0.355272139,0.355272139,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.88315591,PRELIMINARY_90M
765,ST017__ST038,17,ST017,장곡동,38,ST038,능곡도서관,4285.0,4.285,1.9821410620641189,0.326481556,0.310449796,0.021514244,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.72813283,PRELIMINARY_90M
766,ST017__ST039,17,ST017,장곡동,39,ST039,능곡힐스테이트,4383.0,4.383,1.9825345779479786,0.337079027,0.273766902,0.063312125,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.722839209,PRELIMINARY_90M
767,ST017__ST040,17,ST017,장곡동,40,ST040,갯골생태공원,1842.0,1.842,1.5201564854789573,0.647795036,0.647795036,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.216553796,PRELIMINARY_90M
768,ST017__ST041,17,ST017,장곡동,41,ST041,연꽃테마파크,6120.0,6.12,1.9329667879429329,0.333421921,0.307718932,0.089020211,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.911343552,PRELIMINARY_90M
769,ST017__ST042,17,ST017,장곡동,42,ST042,시흥시청역,2716.0,2.716,1.8434790923881643,0.330839246,0.330839246,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.590121124,PRELIMINARY_90M
770,ST017__ST043,17,ST017,장곡동,43,ST043,시흥종합버스터미널,7648.0,7.648,2.5813963042428436,0.250235778,0.250235778,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,4.57330077,PRELIMINARY_90M
771,ST017__ST044,17,ST017,장곡동,44,ST044,경기과학기술대학교,8384.0,8.384,2.6323327643462284,0.295369778,0.295369778,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,4.350987972,PRELIMINARY_90M
772,ST017__ST045,17,ST017,장곡동,45,ST045,시흥중앙도서관,7149.0,7.149,2.527627459473465,0.265603327,0.265603327,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,4.863694723,PRELIMINARY_90M
773,ST017__ST046,17,ST017,장곡동,46,ST046,배곧1동행정복지센터,7253.0,7.253,2.3818191238044744,0.343886176,0.343886176,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.736339045,PRELIMINARY_90M
774,ST017__ST047,17,ST017,장곡동,47,ST047,배곧2동행정복지센터,9409.0,9.409,3.0876030863638437,0.366034869,0.366034869,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.599302329,PRELIMINARY_90M
775,ST017__ST048,17,ST017,장곡동,48,ST048,정왕평생학습관 사거리,6989.0,6.989,2.5875518533140287,0.293401237,0.293401237,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,4.918188862,PRELIMINARY_90M
776,ST017__ST049,17,ST017,장곡동,49,ST049,거북섬 웨이브파크 정문,14646.0,14.646,3.094482193339755,0.208559805,0.208559805,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.681786926,PRELIMINARY_90M
777,ST017__ST050,17,ST017,장곡동,50,ST050,시흥한라3차아파트,8703.0,8.703,3.016055028094267,0.310926104,0.310926104,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.661975821,PRELIMINARY_90M
778,ST017__ST051,17,ST017,장곡동,51,ST051,연성중학교,3517.0,3.517,2.16312007370754,0.462338053,0.436932527,0.049031879,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.114219406,PRELIMINARY_90M
779,ST017__ST052,17,ST017,장곡동,52,ST052,가온그린공원,639.0,0.639,1.9871511618456574,0.588670368,0.588670368,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.720740011,PRELIMINARY_90M
780,ST017__ST053,17,ST017,장곡동,53,ST053,오이도 빨강등대,13741.0,13.741,3.1027479517549197,0.243702413,0.208742175,0.034960239,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.99444841,PRELIMINARY_90M
781,ST017__ST054,17,ST017,장곡동,54,ST054,시흥 프리미엄 아울렛,5652.0,5.652,2.211420227168932,0.275865288,0.275865288,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.957119868,PRELIMINARY_90M
782,ST017__ST055,17,ST017,장곡동,55,ST055,해양생태과학관,14191.0,14.191,3.1032929260799613,0.201713142,0.201713142,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.7071018,PRELIMINARY_90M
783,ST018__ST019,18,ST018,정왕역,19,ST019,시화병원,477.0,0.477,2.616523504201786,1.0,1.0,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,0.221777495,PRELIMINARY_90M
784,ST018__ST020,18,ST018,정왕역,20,ST020,시화공업단지[왼쪽부근],1949.0,1.949,3.244027725944256,0.540858498,0.540858498,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,0.564911031,PRELIMINARY_90M
785,ST018__ST021,18,ST018,정왕역,21,ST021,오이도 포구 해양관광 단지,7487.0,7.487,3.4012024390536584,0.328131644,0.259105734,0.06902591,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.85716378,PRELIMINARY_90M
786,ST018__ST022,18,ST018,정왕역,22,ST022,오이도박물관,8195.0,8.195,3.016327388879168,0.365325878,0.265565807,0.099760071,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.21976096,PRELIMINARY_90M
787,ST018__ST023,18,ST018,정왕역,23,ST023,오이도역,1655.0,1.655,2.5246466062280373,0.845619078,0.845619078,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,0.311055548,PRELIMINARY_90M
788,ST018__ST024,18,ST018,정왕역,24,ST024,목감고등학교,13471.0,13.471,2.3806833218820813,0.14476978,0.14476978,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,4.275612458,PRELIMINARY_90M
789,ST018__ST025,18,ST018,정왕역,25,ST025,목감동행정복지센터,14245.0,14.245,2.442453709583211,0.170760818,0.168401454,0.022469346,0.0,PRELIMINARY_POINT_BUFFER_PROXY,4.029882036,PRELIMINARY_90M
790,ST018__ST026,18,ST018,정왕역,26,ST026,은계파크자이,12494.0,12.494,2.448457993264804,0.196690264,0.159573787,0.037116477,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.267250567,PRELIMINARY_90M
791,ST018__ST027,18,ST018,정왕역,27,ST027,은행동행정복지센터,12323.0,12.323,2.468553299988538,0.183236413,0.145604997,0.037631416,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.348571188,PRELIMINARY_90M
792,ST018__ST028,18,ST018,정왕역,28,ST028,매화산업단지,11947.0,11.947,2.461849334359547,0.135715444,0.135715444,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.213272967,PRELIMINARY_90M
793,ST018__ST029,18,ST018,정왕역,29,ST029,관곡공원,8633.0,8.633,2.787743143516228,0.057050086,0.057050086,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.751097041,PRELIMINARY_90M
794,ST018__ST030,18,ST018,정왕역,30,ST030,장곡도서관,7506.0,7.506,1.9907769945731615,0.16120625,0.16120625,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,4.777849909,PRELIMINARY_90M
795,ST018__ST031,18,ST018,정왕역,31,ST031,마전저수지,3945.0,3.945,2.958212084314256,0.124882541,0.124882541,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,5.337782322,PRELIMINARY_90M
796,ST018__ST032,18,ST018,정왕역,32,ST032,희망공원,3868.0,3.868,2.4031752148338352,0.194564581,0.194564581,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,0.885911753,PRELIMINARY_90M
797,ST018__ST033,18,ST018,정왕역,33,ST033,타원산업단지,3728.0,3.728,2.6919701197263484,0.201894718,0.201894718,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,0.876118982,PRELIMINARY_90M
798,ST018__ST034,18,ST018,정왕역,34,ST034,군자디지털과학고등학교,5215.0,5.215,1.5330583017867183,0.355469051,0.355469051,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.157697699,PRELIMINARY_90M
799,ST018__ST035,18,ST018,정왕역,35,ST035,산들공원,4862.0,4.862,1.5515894623052275,0.308946091,0.308946091,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.192503213,PRELIMINARY_90M
800,ST018__ST036,18,ST018,정왕역,36,ST036,시흥시립군자도서관,5480.0,5.48,1.5988970337156216,0.386797179,0.386797179,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.534814979,PRELIMINARY_90M
801,ST018__ST037,18,ST018,정왕역,37,ST037,군자동행정복지센터,5956.0,5.956,1.5510283272592456,0.43580932,0.43580932,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.429115274,PRELIMINARY_90M
802,ST018__ST038,18,ST018,정왕역,38,ST038,능곡도서관,9789.0,9.789,2.4841039963929274,0.192044175,0.185023571,0.009421486,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.699669795,PRELIMINARY_90M
803,ST018__ST039,18,ST018,정왕역,39,ST039,능곡힐스테이트,9887.0,9.887,2.4793741062344563,0.19805671,0.169983463,0.028073247,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.680178352,PRELIMINARY_90M
804,ST018__ST040,18,ST018,정왕역,40,ST040,갯골생태공원,6347.0,6.347,2.694628026787754,0.131430314,0.131430314,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,4.680270411,PRELIMINARY_90M
805,ST018__ST041,18,ST018,정왕역,41,ST041,연꽃테마파크,11624.0,11.624,2.379137582782341,0.216876921,0.203345141,0.04686622,0.0,PRELIMINARY_POINT_BUFFER_PROXY,4.012326702,PRELIMINARY_90M
806,ST018__ST042,18,ST018,정왕역,42,ST042,시흥시청역,8220.0,8.22,2.5343117151145504,0.167767218,0.167767218,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,4.032822649,PRELIMINARY_90M
807,ST018__ST043,18,ST018,정왕역,43,ST043,시흥종합버스터미널,1406.0,1.406,2.6557306312689994,0.43367149,0.43367149,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,0.599226145,PRELIMINARY_90M
808,ST018__ST044,18,ST018,정왕역,44,ST044,경기과학기술대학교,2142.0,2.142,2.829382375187232,0.547101756,0.547101756,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.086960451,PRELIMINARY_90M
809,ST018__ST045,18,ST018,정왕역,45,ST045,시흥중앙도서관,934.0,0.934,2.8758540739318326,0.653957282,0.653957282,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,0.795146929,PRELIMINARY_90M
810,ST018__ST046,18,ST018,정왕역,46,ST046,배곧1동행정복지센터,3836.0,3.836,3.060991160557495,0.739993526,0.739993526,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,0.664957987,PRELIMINARY_90M
811,ST018__ST047,18,ST018,정왕역,47,ST047,배곧2동행정복지센터,3541.0,3.541,3.5135420511635806,0.71603201,0.71603201,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,0.696535188,PRELIMINARY_90M
812,ST018__ST048,18,ST018,정왕역,48,ST048,정왕평생학습관 사거리,747.0,0.747,2.7790953736776527,1.0,1.0,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,0.305117177,PRELIMINARY_90M
813,ST018__ST049,18,ST018,정왕역,49,ST049,거북섬 웨이브파크 정문,8757.0,8.757,3.2979845713783864,0.243406156,0.243406156,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.386891051,PRELIMINARY_90M
814,ST018__ST050,18,ST018,정왕역,50,ST050,시흥한라3차아파트,2786.0,2.786,2.797668420165774,0.7253767,0.7253767,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,0.76137224,PRELIMINARY_90M
815,ST018__ST051,18,ST018,정왕역,51,ST051,연성중학교,10045.0,10.045,2.7529826885050053,0.121464619,0.112567767,0.017170649,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.901208106,PRELIMINARY_90M
816,ST018__ST052,18,ST018,정왕역,52,ST052,가온그린공원,6635.0,6.635,2.5954303365631386,0.232705275,0.232705275,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,4.965953657,PRELIMINARY_90M
817,ST018__ST053,18,ST018,정왕역,53,ST053,오이도 빨강등대,7852.0,7.852,3.3359167327855648,0.308951268,0.247742651,0.061208617,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.9006229,PRELIMINARY_90M
818,ST018__ST054,18,ST018,정왕역,54,ST054,시흥 프리미엄 아울렛,5830.0,5.83,3.315653552693978,0.48397827,0.48397827,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.04582916,PRELIMINARY_90M
819,ST018__ST055,18,ST018,정왕역,55,ST055,해양생태과학관,8302.0,8.302,3.3241718335944097,0.233602738,0.233602738,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.413734722,PRELIMINARY_90M
820,ST019__ST020,19,ST019,시화병원,20,ST020,시화공업단지[왼쪽부근],1979.0,1.979,2.8736363843131483,0.422822321,0.422822321,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,0.548112375,PRELIMINARY_90M
821,ST019__ST021,19,ST019,시화병원,21,ST021,오이도 포구 해양관광 단지,6987.0,6.987,3.178864864464529,0.319803247,0.245867275,0.073935972,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.994010885,PRELIMINARY_90M
822,ST019__ST022,19,ST019,시화병원,22,ST022,오이도박물관,7736.0,7.736,3.038595131848429,0.32773623,0.2220677,0.105668529,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.344498559,PRELIMINARY_90M
823,ST019__ST023,19,ST019,시화병원,23,ST023,오이도역,1664.0,1.664,2.9999999999999996,0.714416548,0.714416548,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,0.445157056,PRELIMINARY_90M
824,ST019__ST024,19,ST019,시화병원,24,ST024,목감고등학교,14103.0,14.103,2.4201539562076997,0.183142467,0.183142467,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,4.088075127,PRELIMINARY_90M
825,ST019__ST025,19,ST019,시화병원,25,ST025,목감동행정복지센터,14877.0,14.877,2.4772422626406074,0.206030365,0.20377135,0.021513671,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.863030363,PRELIMINARY_90M
826,ST019__ST026,19,ST019,시화병원,26,ST026,은계파크자이,13126.0,13.126,2.487597096798354,0.235414017,0.200086749,0.035327268,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.119663938,PRELIMINARY_90M
827,ST019__ST027,19,ST019,시화병원,27,ST027,은행동행정복지센터,12955.0,12.955,2.5072274000019643,0.223128268,0.187334823,0.035793445,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.193730383,PRELIMINARY_90M
828,ST019__ST028,19,ST019,시화병원,28,ST028,매화산업단지,12579.0,12.579,2.5020122653787755,0.179185317,0.179185317,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.061660173,PRELIMINARY_90M
829,ST019__ST029,19,ST019,시화병원,29,ST029,관곡공원,9265.0,9.265,2.820027725618513,0.12145997,0.12145997,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.513046847,PRELIMINARY_90M
830,ST019__ST030,19,ST019,시화병원,30,ST030,장곡도서관,8138.0,8.138,2.089520420340609,0.226443262,0.226443262,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,4.432894098,PRELIMINARY_90M
831,ST019__ST031,19,ST019,시화병원,31,ST031,마전저수지,4577.0,4.577,3.0,0.245904155,0.245904155,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,4.635043529,PRELIMINARY_90M
832,ST019__ST032,19,ST019,시화병원,32,ST032,희망공원,3411.0,3.411,2.341371222142413,0.388053631,0.388053631,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,0.618345546,PRELIMINARY_90M
833,ST019__ST033,19,ST019,시화병원,33,ST033,타원산업단지,3836.0,3.836,2.7436795030655845,0.224557843,0.224557843,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,0.855941648,PRELIMINARY_90M
834,ST019__ST034,19,ST019,시화병원,34,ST034,군자디지털과학고등학교,5847.0,5.847,1.7201054013795372,0.425263441,0.425263441,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.944003641,PRELIMINARY_90M
835,ST019__ST035,19,ST019,시화병원,35,ST035,산들공원,5494.0,5.494,1.7484475998737334,0.388557525,0.388557525,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.959678705,PRELIMINARY_90M
836,ST019__ST036,19,ST019,시화병원,36,ST036,시흥시립군자도서관,6112.0,6.112,1.770975275019778,0.45030587,0.45030587,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.293476522,PRELIMINARY_90M
837,ST019__ST037,19,ST019,시화병원,37,ST037,군자동행정복지센터,6481.0,6.481,3.3637250258662945,0.35991361,0.35991361,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.238705103,PRELIMINARY_90M
838,ST019__ST038,19,ST019,시화병원,38,ST038,능곡도서관,10421.0,10.421,2.531216478716255,0.241079064,0.234484541,0.008849695,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.490066596,PRELIMINARY_90M
839,ST019__ST039,19,ST019,시화병원,39,ST039,능곡힐스테이트,10519.0,10.519,2.526338381605967,0.246279767,0.219894642,0.026385125,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.472193314,PRELIMINARY_90M
840,ST019__ST040,19,ST019,시화병원,40,ST040,갯골생태공원,6979.0,6.979,2.7459329450731076,0.210195538,0.210195538,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,4.266869863,PRELIMINARY_90M
841,ST019__ST041,19,ST019,시화병원,41,ST041,연꽃테마파크,12336.0,12.336,2.607293312433885,0.181177112,0.158794754,0.044959027,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.60680508,PRELIMINARY_90M
842,ST019__ST042,19,ST019,시화병원,42,ST042,시흥시청역,8852.0,8.852,2.5862039754816855,0.227246749,0.227246749,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.755676342,PRELIMINARY_90M
843,ST019__ST043,19,ST019,시화병원,43,ST043,시흥종합버스터미널,1504.0,1.504,1.864455410627717,0.337651847,0.337651847,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,0.368706378,PRELIMINARY_90M
844,ST019__ST044,19,ST019,시화병원,44,ST044,경기과학기술대학교,2250.0,2.25,2.9108230402575663,0.569009941,0.569009941,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.047408429,PRELIMINARY_90M
845,ST019__ST045,19,ST019,시화병원,45,ST045,시흥중앙도서관,859.0,0.859,2.0563818251978376,0.590542959,0.590542959,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,0.427687423,PRELIMINARY_90M
846,ST019__ST046,19,ST019,시화병원,46,ST046,배곧1동행정복지센터,4055.0,4.055,3.251371511972627,0.614053069,0.614053069,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,0.784060813,PRELIMINARY_90M
847,ST019__ST047,19,ST019,시화병원,47,ST047,배곧2동행정복지센터,3020.0,3.02,3.0981105135230838,0.761448964,0.761448964,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,0.856538396,PRELIMINARY_90M
848,ST019__ST048,19,ST019,시화병원,48,ST048,정왕평생학습관 사거리,855.0,0.855,3.0,1.0,1.0,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,0.303061646,PRELIMINARY_90M
849,ST019__ST049,19,ST019,시화병원,49,ST049,거북섬 웨이브파크 정문,8257.0,8.257,3.103647670093521,0.2312599,0.2312599,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.481977045,PRELIMINARY_90M
850,ST019__ST050,19,ST019,시화병원,50,ST050,시흥한라3차아파트,2327.0,2.327,2.8286811737543958,0.671238316,0.671238316,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,0.870466051,PRELIMINARY_90M
851,ST019__ST051,19,ST019,시화병원,51,ST051,연성중학교,10677.0,10.677,2.783053750312431,0.173530884,0.165161303,0.016153033,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.692434824,PRELIMINARY_90M
852,ST019__ST052,19,ST019,시화병원,52,ST052,가온그린공원,7267.0,7.267,2.653328762428982,0.299514676,0.299514676,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,4.553000916,PRELIMINARY_90M
853,ST019__ST053,19,ST019,시화병원,53,ST053,오이도 빨강등대,7352.0,7.352,3.1202256848674432,0.29974064,0.23439461,0.06534603,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.03323403,PRELIMINARY_90M
854,ST019__ST054,19,ST019,시화병원,54,ST054,시흥 프리미엄 아울렛,5839.0,5.839,3.449473355080724,0.447329658,0.447329658,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.073292342,PRELIMINARY_90M
855,ST019__ST055,19,ST019,시화병원,55,ST055,해양생태과학관,7802.0,7.802,3.1202061969026214,0.220126096,0.220126096,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.516146467,PRELIMINARY_90M
856,ST020__ST021,20,ST020,시화공업단지[왼쪽부근],21,ST021,오이도 포구 해양관광 단지,7030.0,7.03,3.1699281862102007,0.198238546,0.124749419,0.073489127,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.08695311,PRELIMINARY_90M
857,ST020__ST022,20,ST020,시화공업단지[왼쪽부근],22,ST022,오이도박물관,7541.0,7.541,2.850981623778786,0.280507698,0.217487892,0.063019806,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.429589168,PRELIMINARY_90M
858,ST020__ST023,20,ST020,시화공업단지[왼쪽부근],23,ST023,오이도역,3334.0,3.334,2.8138183012073985,0.608891451,0.608891451,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,0.604650763,PRELIMINARY_90M
859,ST020__ST024,20,ST020,시화공업단지[왼쪽부근],24,ST024,목감고등학교,15262.0,15.262,2.4641825075605026,0.176487626,0.176487626,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.873011086,PRELIMINARY_90M
860,ST020__ST025,20,ST020,시화공업단지[왼쪽부근],25,ST025,목감동행정복지센터,16036.0,16.036,2.5150188935596285,0.198042964,0.195947195,0.019959004,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.674446299,PRELIMINARY_90M
861,ST020__ST026,20,ST020,시화공업단지[왼쪽부근],26,ST026,은계파크자이,14285.0,14.285,2.529163537577769,0.224064082,0.191602585,0.032461498,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.966812488,PRELIMINARY_90M
862,ST020__ST027,20,ST020,시화공업단지[왼쪽부근],27,ST027,은행동행정복지센터,14114.0,14.114,2.547685605683168,0.212649556,0.179794867,0.032854689,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.034051676,PRELIMINARY_90M
863,ST020__ST028,20,ST020,시화공업단지[왼쪽부근],28,ST028,매화산업단지,13738.0,13.738,2.5440134895863187,0.172127115,0.172127115,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.906147963,PRELIMINARY_90M
864,ST020__ST029,20,ST020,시화공업단지[왼쪽부근],29,ST029,관곡공원,10424.0,10.424,2.840038246298897,0.118573536,0.118573536,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.256444901,PRELIMINARY_90M
865,ST020__ST030,20,ST020,시화공업단지[왼쪽부근],30,ST030,장곡도서관,9297.0,9.297,2.2030361017731273,0.21011764,0.21011764,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,4.026544933,PRELIMINARY_90M
866,ST020__ST031,20,ST020,시화공업단지[왼쪽부근],31,ST031,마전저수지,5736.0,5.736,3.0,0.215509815,0.215509815,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.941832982,PRELIMINARY_90M
867,ST020__ST032,20,ST020,시화공업단지[왼쪽부근],32,ST032,희망공원,3417.0,3.417,2.3443302754970845,0.138210853,0.138210853,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,0.829933024,PRELIMINARY_90M
868,ST020__ST033,20,ST020,시화공업단지[왼쪽부근],33,ST033,타원산업단지,1990.0,1.99,1.8702031081023514,0.164715764,0.164715764,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,0.638115692,PRELIMINARY_90M
869,ST020__ST034,20,ST020,시화공업단지[왼쪽부근],34,ST034,군자디지털과학고등학교,5992.0,5.992,1.5800486633794386,0.388520481,0.388520481,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.516379787,PRELIMINARY_90M
870,ST020__ST035,20,ST020,시화공업단지[왼쪽부근],35,ST035,산들공원,6684.0,6.684,2.869246069005407,0.270890511,0.270890511,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,0.916932044,PRELIMINARY_90M
871,ST020__ST036,20,ST020,시화공업단지[왼쪽부근],36,ST036,시흥시립군자도서관,7436.0,7.436,3.1412046717136963,0.343691843,0.343691843,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.683238037,PRELIMINARY_90M
872,ST020__ST037,20,ST020,시화공업단지[왼쪽부근],37,ST037,군자동행정복지센터,5501.0,5.501,3.257775175996918,0.311230757,0.311230757,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.3216431,PRELIMINARY_90M
873,ST020__ST038,20,ST020,시화공업단지[왼쪽부근],38,ST038,능곡도서관,11580.0,11.58,2.578108280308316,0.226516953,0.220582071,0.007964472,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.260868126,PRELIMINARY_90M
